Year,Ecoregion,StockKeyLabel,F.FMSy,SSB,F,Landings,Blim,Catches,AssessmentYear,FishingPressureDescription,StockSizeDescription,Discards,Flim,Fpa,Bpa,FMSY,MSYBtrigger,B.BMSY,Stock,Area,R,Method,Assessment_URL,source,Fref_point,Fref,Meeting_comments,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,version,stk_updated
1986,Western Med.,SBR_1_3,1.121769646,667.1526938,0.291660108,225.241,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,1210792.8,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,885.8712554,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1987,Western Med.,SBR_1_3,1.186117689,567.1181526,0.308390599,295.6,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,84061.201,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,1053.439131,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1988,Western Med.,SBR_1_3,1.317190592,617.9603507,0.342469554,318.578,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,1787361.6,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,953.1275439,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1989,Western Med.,SBR_1_3,1.420783094,581.4453178,0.369403604,416.3,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,10.101436,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,1268.46593,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1990,Western Med.,SBR_1_3,1.731928669,700.5944977,0.450301454,428.4,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,639464.64,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,1121.829047,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1991,Western Med.,SBR_1_3,1.866300808,621.9086666,0.48523821,423.1,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,2307677.8,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,984.7437534,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1992,Western Med.,SBR_1_3,2.313249312,523.0381795,0.601444821,631.1,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,10.10129,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,1359.304157,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1993,Western Med.,SBR_1_3,2.877234974,602.1696142,0.748081093,764.7,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,5168750.4,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,1058.941033,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1994,Western Med.,SBR_1_3,2.93276155,436.6009347,0.762518003,854.4,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,1325054,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,2013.782197,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1995,Western Med.,SBR_1_3,3.201186902,757.5580834,0.832308594,625.0568448,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,10.101365,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,1944.191301,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1996,Western Med.,SBR_1_3,2.305966553,733.104142,0.599551304,769.3,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,1701506,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,1200.785385,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1997,Western Med.,SBR_1_3,3.431519727,589.5157487,0.892195129,807.6175,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,10.101291,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,1237.491384,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1998,Western Med.,SBR_1_3,2.728057635,442.3050905,0.709294985,533.6497884,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,899682.85,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,729.776462,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
1999,Western Med.,SBR_1_3,1.520584876,318.1017564,0.395352068,281.0412757,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,188582.61,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,666.6379757,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2000,Western Med.,SBR_1_3,1.835120906,370.2229972,0.477131436,304.66793,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,393369.58,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,631.084591,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2001,Western Med.,SBR_1_3,1.438325215,339.0769595,0.373964556,252.77763,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,215840.25,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,570.1362596,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2002,Western Med.,SBR_1_3,1.474885558,336.7260926,0.383470245,198.4375,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,237580.69,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,524.1698769,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2003,Western Med.,SBR_1_3,1.542970581,310.8113204,0.401172351,231.50168,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,817488.16,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,474.2347201,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2004,Western Med.,SBR_1_3,1.926517714,275.5133863,0.500894606,270.7359,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,993907.48,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,590.5166604,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2005,Western Med.,SBR_1_3,1.793843841,290.3884465,0.466399399,366.87007,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,862608.64,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,744.0842532,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2006,Western Med.,SBR_1_3,2.079471593,370.5444787,0.540662614,416.36992,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,794504.01,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,860.1561344,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2007,Western Med.,SBR_1_3,3.025709467,412.4153347,0.786684462,446.08486,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,925994.52,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,875.7070009,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2008,Western Med.,SBR_1_3,3.239951288,338.5136718,0.842387335,488.20604,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,1292922.5,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,771.0613294,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2009,Western Med.,SBR_1_3,3.617238158,284.1107069,0.940481921,669.13869,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,10.101302,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,809.1241061,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2010,Western Med.,SBR_1_3,3.428057954,272.5221967,0.891295068,507.40396,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,851177.25,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,494.7695681,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2011,Western Med.,SBR_1_3,3.102430977,180.9727721,0.806632054,387.57683,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,578926.67,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,471.2756363,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2012,Western Med.,SBR_1_3,2.457102352,177.037365,0.638846612,260.74391,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,882406.65,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,463.6489495,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2013,Western Med.,SBR_1_3,1.720400284,204.1887358,0.447304074,172.65395,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,793274.69,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,585.0376731,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2014,Western Med.,SBR_1_3,2.396663658,298.5175803,0.623132551,268.7992,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,10.101276,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,735.9201697,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2015,Western Med.,SBR_1_3,2.54324424,327.4383444,0.661243502,391.67725,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,745574.98,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,533.9080215,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2016,Western Med.,SBR_1_3,2.069253752,244.6158653,0.538005976,261.01119,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,27973.142,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,515.5425373,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2017,Western Med.,SBR_1_3,1.924423753,250.3573147,0.500350176,232.75354,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,385922.51,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,404.7090047,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2018,Western Med.,SBR_1_3,1.055034149,216.163922,0.274308879,83.18891,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,299469.33,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,388.577395,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2019,Western Med.,SBR_1_3,1.886821887,247.8219432,0.490573691,137.27705,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,203098.26,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,438.1591025,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2020,Western Med.,SBR_1_3,0.890052505,227.3251841,0.231413651,103.67052,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,154320.36,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,376.5738597,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2021,Western Med.,SBR_1_3,1.003205718,255.8832543,0.260833487,122.07402,264,NA,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,SBR,1_3,10.101262,gadget,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.26,NA,387.9649056,Pagellus bogaraveo,Blackspot(=red) seabream,NA,NA,NA,30_06_2023,N
2009,Western Med.,ARA_2,2.152487805,160.88,0.88252,68,NA,68,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,26184,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,326.6019874,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2010,Western Med.,ARA_2,2.354170732,115.14,0.96521,49,NA,49,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,28742,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,294.7882969,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2011,Western Med.,ARA_2,2.28495122,119.22,0.93683,47.4,NA,47.4,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,28842,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,271.273474,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2012,Western Med.,ARA_2,2.04502439,127.53,0.83846,45,NA,45,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,44038,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,357.8741682,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2013,Western Med.,ARA_2,2.15704878,183.9,0.88439,63.9,NA,63.9,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,35499,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,412.6801122,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2014,Western Med.,ARA_2,1.214341463,176.78,0.49788,41,NA,41,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,29560,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,369.9966198,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2015,Western Med.,ARA_2,1.076804878,187.85,0.44149,51.9,NA,51.9,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,24825,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,326.4269998,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2016,Western Med.,ARA_2,1.314804878,159.67,0.53907,40.1,NA,40.1,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,28969,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,346.635684,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2017,Western Med.,ARA_2,1.688463415,146.53,0.69227,48,NA,48,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,41226,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,407.038296,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2018,Western Med.,ARA_2,1.376682927,179.96,0.56444,47.5,NA,47.5,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,38044,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,423.3408128,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2019,Western Med.,ARA_2,2.416439024,199.69,0.99074,71.9,NA,71.9,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,33107,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,413.6249001,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2020,Western Med.,ARA_2,1.203731707,185.91,0.49353,42.22,NA,42.22,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,55641,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,535.7469552,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
2021,Western Med.,ARA_2,0.950804878,264.74,0.38983,47.9,NA,47.9,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ARA,2,50317,XSA,https://gfcm.sharepoint.com/EG/_layouts/15/download.aspx?share=EZzY5p1U_6tPv1SoqwkkIfMBtlw6dwdBvcYmXQJOlWAwOg,GFCM,Fmsy,0.41,NA,589.638222,Aristeus antennatus,Blue and red shrimp,NA,NA,NA,04_12_2023,new
1945,Western Med.,ANE_6,0.125142344,62914.204,0.041429249,2809,NA,2809,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,62914.204,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.301330956,01_12_2023,new
1946,Western Med.,ANE_6,0.129125316,78116.60875,0.04274784,2253,NA,2253,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,78116.60875,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.615780772,01_12_2023,new
1947,Western Med.,ANE_6,0.130783892,87939.36463,0.043296923,5319,NA,5319,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,87939.36463,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.818956772,01_12_2023,new
1948,Western Med.,ANE_6,0.118234537,77649.29253,0.039142371,2677,NA,2677,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,77649.29253,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.606114703,01_12_2023,new
1949,Western Med.,ANE_6,0.129817422,96262.96292,0.042976966,3268,NA,3268,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,96262.96292,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.991123873,01_12_2023,new
1950,Western Med.,ANE_6,0.135690128,108147.4178,0.044921167,5607,NA,5607,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,108147.4178,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,2.2369445,01_12_2023,new
1951,Western Med.,ANE_6,0.124767693,99845.98435,0.041305218,4352,NA,4352,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,99845.98435,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,2.065235861,01_12_2023,new
1952,Western Med.,ANE_6,0.10703159,82762.88386,0.035433557,3974,NA,3974,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,82762.88386,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.711885328,01_12_2023,new
1953,Western Med.,ANE_6,0.099076632,78149.58248,0.032800013,2057,NA,2057,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,78149.58248,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.616462808,01_12_2023,new
1954,Western Med.,ANE_6,0.107532519,96057.14229,0.035599393,3114,NA,3114,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,96057.14229,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.986866635,01_12_2023,new
1955,Western Med.,ANE_6,0.108857777,102295.7657,0.036038129,3888,NA,3888,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,102295.7657,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,2.115907666,01_12_2023,new
1956,Western Med.,ANE_6,0.094684844,82548.85367,0.03134608,3617,NA,3617,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,82548.85367,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.707458282,01_12_2023,new
1957,Western Med.,ANE_6,0.090631085,78711.99364,0.030004055,1745,NA,1745,2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,ANE,6,NA,spict,https://www.fao.org/gfcm/data/star/en/,GFCM,Fmsy,0.331057,NA,78711.99364,Engraulis encrasicolus,European anchovy,48346.04427,Bmsy,1.628095842,01_12_2023,new
