Year,Ecoregion,StockKeyLabel,F.FMSy,SSB,F,Landings,Blim,Catches,AssessmentYear,FishingPressureDescription,StockSizeDescription,Discards,Flim,Fpa,Bpa,FMSY,MSYBtrigger,B.BMSY,Stock,Area,R,Method,Assessment_URL,source,Fref_point,Fref,Meeting_comments,biomass,Scientific_name,Species,Bref,Bref_point,B_Bref,version,stk_updated
1974,Widely,agn.27.nea,NA,NA,NA,3,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1984,Widely,agn.27.nea,NA,NA,NA,9,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1985,Widely,agn.27.nea,NA,NA,NA,13,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1973,Widely,agn.27.nea,NA,NA,NA,8,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Widely,agn.27.nea,NA,NA,NA,2,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1975,Widely,agn.27.nea,NA,NA,NA,32,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1976,Widely,agn.27.nea,NA,NA,NA,26,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1983,Widely,agn.27.nea,NA,NA,NA,13,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Widely,agn.27.nea,NA,NA,NA,2,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1977,Widely,agn.27.nea,NA,NA,NA,29,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1978,Widely,agn.27.nea,NA,NA,NA,24,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1979,Widely,agn.27.nea,NA,NA,NA,19,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1980,Widely,agn.27.nea,NA,NA,NA,19,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1981,Widely,agn.27.nea,NA,NA,NA,20,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1982,Widely,agn.27.nea,NA,NA,NA,18,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Widely,agn.27.nea,NA,NA,NA,2,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1986,Widely,agn.27.nea,NA,NA,NA,14,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Widely,agn.27.nea,NA,NA,NA,2,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,Widely,agn.27.nea,NA,NA,NA,3,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,Widely,agn.27.nea,NA,NA,NA,12,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Widely,agn.27.nea,NA,NA,NA,11,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,Widely,agn.27.nea,NA,NA,NA,4,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Widely,agn.27.nea,NA,NA,NA,1,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Widely,agn.27.nea,NA,NA,NA,0,NA,NA,2023,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,Widely,alf.27.nea,NA,NA,NA,1488,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,Widely,alf.27.nea,NA,NA,NA,817,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,Widely,alf.27.nea,NA,NA,NA,294,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,Widely,alf.27.nea,NA,NA,NA,263,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Widely,alf.27.nea,NA,NA,NA,233,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,Widely,alf.27.nea,NA,NA,NA,729,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,Widely,alf.27.nea,NA,NA,NA,300,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,Widely,alf.27.nea,NA,NA,NA,272,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,Widely,alf.27.nea,NA,NA,NA,579,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,Widely,alf.27.nea,NA,NA,NA,1001,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,Widely,alf.27.nea,NA,NA,NA,365,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,Widely,alf.27.nea,NA,NA,NA,460,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,Widely,alf.27.nea,NA,NA,NA,1776,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,Widely,alf.27.nea,NA,NA,NA,225,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2021,Widely,alf.27.nea,NA,NA,NA,205,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,Widely,alf.27.nea,NA,NA,NA,371,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,Widely,alf.27.nea,NA,NA,NA,282,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,Widely,alf.27.nea,NA,NA,NA,607,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,Widely,alf.27.nea,NA,NA,NA,545,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,Widely,alf.27.nea,NA,NA,NA,407,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,Widely,alf.27.nea,NA,NA,NA,577,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,Widely,alf.27.nea,NA,NA,NA,353,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,Widely,alf.27.nea,NA,NA,NA,785,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2005,Widely,alf.27.nea,NA,NA,NA,422,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,Widely,alf.27.nea,NA,NA,NA,240,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,Widely,alf.27.nea,NA,NA,NA,272,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,Widely,alf.27.nea,NA,NA,NA,367,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,Widely,alf.27.nea,NA,NA,NA,605,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,Widely,alf.27.nea,NA,NA,NA,291,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2003,Widely,alf.27.nea,NA,NA,NA,361,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,Widely,alf.27.nea,NA,NA,NA,396,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2004,Widely,alf.27.nea,NA,NA,NA,485,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,Widely,alf.27.nea,NA,NA,NA,383,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,Widely,alf.27.nea,NA,NA,NA,342,NA,NA,2022,F,SSB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1987,BoBiscay & Iberia,ane.27.8,NA,20587,0.699,15308,21000,15308,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,0.857791667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1997,BoBiscay & Iberia,ane.27.8,NA,44458,0.46,22337,21000,22337,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.852416667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1988,BoBiscay & Iberia,ane.27.8,NA,28537,0.505,15581,21000,15581,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.189041667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1989,BoBiscay & Iberia,ane.27.8,NA,15183,0.543,10614,21000,10614,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,0.632625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1998,BoBiscay & Iberia,ane.27.8,NA,91790,0.342,31617,21000,31617,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.824583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2023,BoBiscay & Iberia,ane.27.8,NA,116065,0.24,27190,21000,27190,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,4.836041667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1996,BoBiscay & Iberia,ane.27.8,NA,46596,0.706,34373,21000,34373,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.9415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2011,BoBiscay & Iberia,ane.27.8,NA,114540,0.126,14530,21000,14530,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,4.7725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1999,BoBiscay & Iberia,ane.27.8,NA,68651,0.379,27259,21000,27259,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,2.860458333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2013,BoBiscay & Iberia,ane.27.8,NA,65885,0.214,14192,21000,14192,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,2.745208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000,BoBiscay & Iberia,ane.27.8,NA,93383,0.395,36994,21000,36994,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.890958333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2001,BoBiscay & Iberia,ane.27.8,NA,89405,0.449,40149,21000,40149,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.725208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2012,BoBiscay & Iberia,ane.27.8,NA,94311,0.152,14402,21000,14402,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.929625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2024,BoBiscay & Iberia,ane.27.8,NA,NA,NA,NA,21000,NA,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1995,BoBiscay & Iberia,ane.27.8,NA,39493,0.737,30115,21000,30115,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.645541667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2006,BoBiscay & Iberia,ane.27.8,NA,19319,0.091,1753,21000,1753,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,0.804958333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2007,BoBiscay & Iberia,ane.27.8,NA,28719,0.005,141,21000,141,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.196625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2008,BoBiscay & Iberia,ane.27.8,NA,22661,0,0,21000,0,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,0.944208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,BoBiscay & Iberia,ane.27.8,NA,18924,0,0,21000,0,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,0.7885,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,BoBiscay & Iberia,ane.27.8,NA,81796,0.239,20126,21000,20126,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.408166667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2015,BoBiscay & Iberia,ane.27.8,NA,120651,0.234,28258,21000,28258,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,5.027125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2016,BoBiscay & Iberia,ane.27.8,NA,91995,0.211,20670,21000,20670,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.833125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1990,BoBiscay & Iberia,ane.27.8,NA,52622,0.641,34272,21000,34272,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,2.192583333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1991,BoBiscay & Iberia,ane.27.8,NA,28970,0.625,19634,21000,19634,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.207083333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1992,BoBiscay & Iberia,ane.27.8,NA,69852,0.533,37885,21000,37885,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,2.9105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1993,BoBiscay & Iberia,ane.27.8,NA,72688,0.541,40393,21000,40393,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.028666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1994,BoBiscay & Iberia,ane.27.8,NA,47513,0.708,34631,21000,34631,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.979708333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2022,BoBiscay & Iberia,ane.27.8,NA,89420,0.276,25196,21000,25196,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.725833333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,BoBiscay & Iberia,ane.27.8,NA,46471,0.217,10317,21000,10317,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.936291667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2019,BoBiscay & Iberia,ane.27.8,NA,92957,0.289,26857,21000,26857,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.873208333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,BoBiscay & Iberia,ane.27.8,NA,125293,0.201,25823,21000,25823,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,5.220541667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,BoBiscay & Iberia,ane.27.8,NA,81588,0.319,26450,21000,26450,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,3.3995,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018,BoBiscay & Iberia,ane.27.8,NA,111310,0.276,30773,21000,30773,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,4.637916667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2002,BoBiscay & Iberia,ane.27.8,NA,37749,0.463,17507,21000,17507,2023,Frel,SSB,NA,NA,NA,NA,NA,24000,1.572875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
